2024-04-10 14:03:55 startup archives install
2024-04-10 14:06:20 upgrade libsystemd0:amd64 249.11-0ubuntu3 249.11-0ubuntu3
2024-04-10 14:06:20 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:20 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:20 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:20 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:21 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:21 startup packages configure
2024-04-10 14:06:21 configure libsystemd0:amd64 249.11-0ubuntu3 <none>
2024-04-10 14:06:21 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:21 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:21 status installed libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:06:21 startup packages configure
2024-04-10 14:06:21 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:21 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:21 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:22 startup archives unpack
2024-04-10 14:06:22 upgrade libtasn1-6:amd64 4.18.0-4build1 4.18.0-4build1
2024-04-10 14:06:22 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:22 status half-configured libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:22 status unpacked libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:22 status half-installed libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:22 status unpacked libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:23 startup packages configure
2024-04-10 14:06:23 configure libtasn1-6:amd64 4.18.0-4build1 <none>
2024-04-10 14:06:23 status unpacked libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:23 status half-configured libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:23 status installed libtasn1-6:amd64 4.18.0-4build1
2024-04-10 14:06:23 startup packages configure
2024-04-10 14:06:23 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:23 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:23 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:24 startup archives unpack
2024-04-10 14:06:24 upgrade libtinfo6:amd64 6.3-2 6.3-2
2024-04-10 14:06:24 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:24 status half-configured libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 status unpacked libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 status half-installed libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 status unpacked libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 startup packages configure
2024-04-10 14:06:24 configure libtinfo6:amd64 6.3-2 <none>
2024-04-10 14:06:24 status unpacked libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 status half-configured libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 status installed libtinfo6:amd64 6.3-2
2024-04-10 14:06:24 startup packages configure
2024-04-10 14:06:24 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:24 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:24 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:26 startup archives unpack
2024-04-10 14:06:26 upgrade libtirpc-common:all 1.3.2-2build1 1.3.2-2build1
2024-04-10 14:06:26 status half-configured libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 status unpacked libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 status half-installed libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 status unpacked libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 startup packages configure
2024-04-10 14:06:26 configure libtirpc-common:all 1.3.2-2build1 <none>
2024-04-10 14:06:26 status unpacked libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 status half-configured libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 status installed libtirpc-common:all 1.3.2-2build1
2024-04-10 14:06:26 startup packages configure
2024-04-10 14:06:28 startup archives unpack
2024-04-10 14:06:28 upgrade libtirpc3:amd64 1.3.2-2build1 1.3.2-2build1
2024-04-10 14:06:28 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:28 status half-configured libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 status half-installed libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 startup packages configure
2024-04-10 14:06:28 configure libtirpc3:amd64 1.3.2-2build1 <none>
2024-04-10 14:06:28 status unpacked libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 status half-configured libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 status installed libtirpc3:amd64 1.3.2-2build1
2024-04-10 14:06:28 startup packages configure
2024-04-10 14:06:28 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:28 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:28 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:30 startup archives unpack
2024-04-10 14:06:30 upgrade libudev1:amd64 249.11-0ubuntu3 249.11-0ubuntu3
2024-04-10 14:06:30 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:30 status half-configured libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 status half-installed libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 startup packages configure
2024-04-10 14:06:30 configure libudev1:amd64 249.11-0ubuntu3 <none>
2024-04-10 14:06:30 status unpacked libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 status half-configured libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 status installed libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:06:30 startup packages configure
2024-04-10 14:06:30 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:30 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:30 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:32 startup archives unpack
2024-04-10 14:06:32 upgrade libunistring2:amd64 1.0-1 1.0-1
2024-04-10 14:06:32 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:32 status half-configured libunistring2:amd64 1.0-1
2024-04-10 14:06:32 status unpacked libunistring2:amd64 1.0-1
2024-04-10 14:06:32 status half-installed libunistring2:amd64 1.0-1
2024-04-10 14:06:32 status unpacked libunistring2:amd64 1.0-1
2024-04-10 14:06:32 startup packages configure
2024-04-10 14:06:32 configure libunistring2:amd64 1.0-1 <none>
2024-04-10 14:06:32 status unpacked libunistring2:amd64 1.0-1
2024-04-10 14:06:32 status half-configured libunistring2:amd64 1.0-1
2024-04-10 14:06:32 status installed libunistring2:amd64 1.0-1
2024-04-10 14:06:32 startup packages configure
2024-04-10 14:06:32 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:32 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:32 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:34 startup archives unpack
2024-04-10 14:06:34 upgrade libuuid1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2024-04-10 14:06:34 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:34 status half-configured libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 status half-installed libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 startup packages configure
2024-04-10 14:06:34 configure libuuid1:amd64 2.37.2-4ubuntu3 <none>
2024-04-10 14:06:34 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 status half-configured libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 status installed libuuid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:34 startup packages configure
2024-04-10 14:06:34 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:34 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:34 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:35 startup archives unpack
2024-04-10 14:06:35 upgrade libxxhash0:amd64 0.8.1-1 0.8.1-1
2024-04-10 14:06:35 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:35 status half-configured libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:35 status unpacked libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:35 status half-installed libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:35 status unpacked libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:36 startup packages configure
2024-04-10 14:06:36 configure libxxhash0:amd64 0.8.1-1 <none>
2024-04-10 14:06:36 status unpacked libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:36 status half-configured libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:36 status installed libxxhash0:amd64 0.8.1-1
2024-04-10 14:06:36 startup packages configure
2024-04-10 14:06:36 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:36 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:36 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:37 startup archives unpack
2024-04-10 14:06:37 upgrade libzstd1:amd64 1.4.8+dfsg-3build1 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:37 status half-configured libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status half-installed libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 startup packages configure
2024-04-10 14:06:37 configure libzstd1:amd64 1.4.8+dfsg-3build1 <none>
2024-04-10 14:06:37 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status half-configured libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:37 status installed libzstd1:amd64 1.4.8+dfsg-3build1
2024-04-10 14:06:38 startup packages configure
2024-04-10 14:06:38 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:06:38 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:38 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:06:39 startup archives unpack
2024-04-10 14:06:39 upgrade login:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status half-configured login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status half-installed login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 startup packages configure
2024-04-10 14:06:39 configure login:amd64 1:4.8.1-2ubuntu2 <none>
2024-04-10 14:06:39 status unpacked login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status half-configured login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 status installed login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:39 startup packages configure
2024-04-10 14:06:41 startup archives unpack
2024-04-10 14:06:41 upgrade logsave:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2024-04-10 14:06:41 status half-configured logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 status half-installed logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 startup packages configure
2024-04-10 14:06:41 configure logsave:amd64 1.46.5-2ubuntu1 <none>
2024-04-10 14:06:41 status unpacked logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 status half-configured logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:41 status installed logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:06:43 startup archives unpack
2024-04-10 14:06:43 upgrade lsb-base:all 11.1.0ubuntu4 11.1.0ubuntu4
2024-04-10 14:06:43 status half-configured lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 status unpacked lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 status half-installed lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 status unpacked lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 startup packages configure
2024-04-10 14:06:43 configure lsb-base:all 11.1.0ubuntu4 <none>
2024-04-10 14:06:43 status unpacked lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 status half-configured lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 status installed lsb-base:all 11.1.0ubuntu4
2024-04-10 14:06:43 startup packages configure
2024-04-10 14:06:45 startup archives unpack
2024-04-10 14:06:45 upgrade mawk:amd64 1.3.4.20200120-3 1.3.4.20200120-3
2024-04-10 14:06:45 status half-configured mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 status unpacked mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 status half-installed mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 status unpacked mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 startup packages configure
2024-04-10 14:06:45 configure mawk:amd64 1.3.4.20200120-3 <none>
2024-04-10 14:06:45 status unpacked mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 status half-configured mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:45 status installed mawk:amd64 1.3.4.20200120-3
2024-04-10 14:06:46 startup archives unpack
2024-04-10 14:06:46 upgrade mount:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2024-04-10 14:06:46 status half-configured mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:46 status unpacked mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:46 status half-installed mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:46 status unpacked mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:47 startup packages configure
2024-04-10 14:06:47 configure mount:amd64 2.37.2-4ubuntu3 <none>
2024-04-10 14:06:47 status unpacked mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:47 status half-configured mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:47 status installed mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:06:48 startup archives unpack
2024-04-10 14:06:48 upgrade ncurses-base:all 6.3-2 6.3-2
2024-04-10 14:06:48 status half-configured ncurses-base:all 6.3-2
2024-04-10 14:06:48 status unpacked ncurses-base:all 6.3-2
2024-04-10 14:06:48 status half-installed ncurses-base:all 6.3-2
2024-04-10 14:06:48 status unpacked ncurses-base:all 6.3-2
2024-04-10 14:06:48 startup packages configure
2024-04-10 14:06:48 configure ncurses-base:all 6.3-2 <none>
2024-04-10 14:06:48 status unpacked ncurses-base:all 6.3-2
2024-04-10 14:06:48 status half-configured ncurses-base:all 6.3-2
2024-04-10 14:06:48 status installed ncurses-base:all 6.3-2
2024-04-10 14:06:48 startup packages configure
2024-04-10 14:06:50 startup archives unpack
2024-04-10 14:06:50 upgrade ncurses-bin:amd64 6.3-2 6.3-2
2024-04-10 14:06:50 status half-configured ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 status unpacked ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 status half-installed ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 status unpacked ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 startup packages configure
2024-04-10 14:06:50 configure ncurses-bin:amd64 6.3-2 <none>
2024-04-10 14:06:50 status unpacked ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 status half-configured ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 status installed ncurses-bin:amd64 6.3-2
2024-04-10 14:06:50 startup packages configure
2024-04-10 14:06:52 startup archives unpack
2024-04-10 14:06:52 upgrade passwd:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status half-configured passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status half-installed passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 startup packages configure
2024-04-10 14:06:52 configure passwd:amd64 1:4.8.1-2ubuntu2 <none>
2024-04-10 14:06:52 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status half-configured passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 status installed passwd:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:06:52 startup packages configure
2024-04-10 14:06:54 startup archives unpack
2024-04-10 14:06:54 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1
2024-04-10 14:06:54 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 startup packages configure
2024-04-10 14:06:54 configure perl-base:amd64 5.34.0-3ubuntu1 <none>
2024-04-10 14:06:54 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 status installed perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:06:54 startup packages configure
2024-04-10 14:06:56 startup archives unpack
2024-04-10 14:06:56 upgrade procps:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 startup packages configure
2024-04-10 14:06:56 configure procps:amd64 2:3.3.17-6ubuntu2 <none>
2024-04-10 14:06:56 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:56 status installed procps:amd64 2:3.3.17-6ubuntu2
2024-04-10 14:06:57 startup archives unpack
2024-04-10 14:06:58 upgrade sed:amd64 4.8-1ubuntu2 4.8-1ubuntu2
2024-04-10 14:06:58 status half-configured sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 status unpacked sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 status half-installed sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 status unpacked sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 startup packages configure
2024-04-10 14:06:58 configure sed:amd64 4.8-1ubuntu2 <none>
2024-04-10 14:06:58 status unpacked sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 status half-configured sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 status installed sed:amd64 4.8-1ubuntu2
2024-04-10 14:06:58 startup packages configure
2024-04-10 14:06:59 startup archives unpack
2024-04-10 14:06:59 upgrade sensible-utils:all 0.0.17 0.0.17
2024-04-10 14:06:59 status half-configured sensible-utils:all 0.0.17
2024-04-10 14:06:59 status unpacked sensible-utils:all 0.0.17
2024-04-10 14:06:59 status half-installed sensible-utils:all 0.0.17
2024-04-10 14:06:59 status unpacked sensible-utils:all 0.0.17
2024-04-10 14:07:00 startup packages configure
2024-04-10 14:07:00 configure sensible-utils:all 0.0.17 <none>
2024-04-10 14:07:00 status unpacked sensible-utils:all 0.0.17
2024-04-10 14:07:00 status half-configured sensible-utils:all 0.0.17
2024-04-10 14:07:00 status installed sensible-utils:all 0.0.17
2024-04-10 14:07:01 startup archives unpack
2024-04-10 14:07:01 upgrade sysvinit-utils:amd64 3.01-1ubuntu1 3.01-1ubuntu1
2024-04-10 14:07:01 status half-configured sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 status half-installed sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 startup packages configure
2024-04-10 14:07:01 configure sysvinit-utils:amd64 3.01-1ubuntu1 <none>
2024-04-10 14:07:01 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 status half-configured sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 status installed sysvinit-utils:amd64 3.01-1ubuntu1
2024-04-10 14:07:01 startup packages configure
2024-04-10 14:07:03 startup archives unpack
2024-04-10 14:07:03 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1build3
2024-04-10 14:07:03 status half-configured tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 status unpacked tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 status half-installed tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 status unpacked tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 startup packages configure
2024-04-10 14:07:03 configure tar:amd64 1.34+dfsg-1build3 <none>
2024-04-10 14:07:03 status unpacked tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 status half-configured tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:03 status installed tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:04 startup packages configure
2024-04-10 14:07:05 startup archives unpack
